audit_row,model,document_index,title,relation_id,head_emitted,head_status,head_candidate_clusters,tail_emitted,tail_status,tail_candidate_clusters,automatic_category,all_gold_clusters,document_text,verified_head_gold_id,verified_tail_gold_id,human_note,manual_outcome,checked_by,checked_date
24,Qwen2.5-72B,19,Railroad Revival Tour,P577,big easy express,exact_unique,16: MISC :: Big Easy Express,sxsw 2012,containment_ambiguous_type,18: MISC :: SXSW; 19: TIME :: 2012,type_conflict_only,"0 [MISC] Railroad Revival Tour || 1 [LOC] Americana || 2 [TIME] 2011 || 3 [LOC] American Southwest || 4 [TIME] the 1950s || 5 [TIME] 1960s || 6 [NUM] 10,000 || 7 [NUM] 30 || 8 [LOC] American || 9 [LOC] U.S. || 10 [MISC] Mumford & Sons ' || 11 [PER] Woody Guthrie || 12 [ORG] Mumford & Sons || 13 [PER] Edward Sharpe || 14 [MISC] the Magnetic Zeros || 15 [ORG] Old Crow Medicine Show || 16 [MISC] Big Easy Express || 17 [PER] Emmett Malloy || 18 [MISC] SXSW || 19 [TIME] 2012 || 20 [MISC] Grammy Award || 21 [TIME] 2013 || 22 [MISC] iTunes || 23 [MISC] DVD / Blu - ray Disc || 24 [MISC] This Train || 25 [PER] Willie Nelson || 26 [ORG] Band of Horses || 27 [PER] Jamey Johnson || 28 [PER] John Reilly || 29 [ORG] Friends","The Railroad Revival Tour was an annual music tour that featured popular roots , folk , country , rock , bluegrass and Americana acts that began in 2011 . The musicians travel between shows across the American Southwest in a dozen or so vintage train cars from the 1950s and 1960s . The outdoor concert locations , sometimes attracting over 10,000 fans , are often a stone 's throw from the train . The bands eat , sleep and engage in impromptu jam sessions on the train between stops , giving them a chance to collaborate . On stage at night , they often join in on each other 's sets , sometimes bringing around 30 musicians up to create a rare and rowdy performance . The organic American roots feeling of the tour also prompts participating musicians to honor U.S. railway history , like Mumford & Sons ' tribute to Woody Guthrie in 2011 . The inaugural tour in 2011 included performances by Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show . A documentary of this first year , called Big Easy Express , directed by Emmett Malloy premiered at SXSW 2012 and won a Grammy Award in 2013 . The film is currently available on iTunes and DVD / Blu - ray Disc . In 2011 , Railroad Revival Tour bands Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show together closed their shows at every stop with "" This Train . "" The 2012 tour was slated to include performances by Willie Nelson , Band of Horses , Jamey Johnson , and John Reilly and Friends . However , the tour was cancelled for 2012 .",16,18,"Duplicate of the 14B row for the same document. head ""big easy express"" = cluster 16 [MISC]. tail ""sxsw 2012"": ""premiered at SXSW 2012"" makes SXSW (cluster 18 [MISC]) the referent, with 2012 (cluster 19 [TIME]) a separate annotation that only modifies the edition.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
25,Qwen2.5-72B,19,Railroad Revival Tour,P161,mumford sons,exact_ambiguous_type,10: MISC :: Mumford & Sons '; 12: ORG :: Mumford & Sons,big easy express,exact_unique,16: MISC :: Big Easy Express,type_conflict_only,"0 [MISC] Railroad Revival Tour || 1 [LOC] Americana || 2 [TIME] 2011 || 3 [LOC] American Southwest || 4 [TIME] the 1950s || 5 [TIME] 1960s || 6 [NUM] 10,000 || 7 [NUM] 30 || 8 [LOC] American || 9 [LOC] U.S. || 10 [MISC] Mumford & Sons ' || 11 [PER] Woody Guthrie || 12 [ORG] Mumford & Sons || 13 [PER] Edward Sharpe || 14 [MISC] the Magnetic Zeros || 15 [ORG] Old Crow Medicine Show || 16 [MISC] Big Easy Express || 17 [PER] Emmett Malloy || 18 [MISC] SXSW || 19 [TIME] 2012 || 20 [MISC] Grammy Award || 21 [TIME] 2013 || 22 [MISC] iTunes || 23 [MISC] DVD / Blu - ray Disc || 24 [MISC] This Train || 25 [PER] Willie Nelson || 26 [ORG] Band of Horses || 27 [PER] Jamey Johnson || 28 [PER] John Reilly || 29 [ORG] Friends","The Railroad Revival Tour was an annual music tour that featured popular roots , folk , country , rock , bluegrass and Americana acts that began in 2011 . The musicians travel between shows across the American Southwest in a dozen or so vintage train cars from the 1950s and 1960s . The outdoor concert locations , sometimes attracting over 10,000 fans , are often a stone 's throw from the train . The bands eat , sleep and engage in impromptu jam sessions on the train between stops , giving them a chance to collaborate . On stage at night , they often join in on each other 's sets , sometimes bringing around 30 musicians up to create a rare and rowdy performance . The organic American roots feeling of the tour also prompts participating musicians to honor U.S. railway history , like Mumford & Sons ' tribute to Woody Guthrie in 2011 . The inaugural tour in 2011 included performances by Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show . A documentary of this first year , called Big Easy Express , directed by Emmett Malloy premiered at SXSW 2012 and won a Grammy Award in 2013 . The film is currently available on iTunes and DVD / Blu - ray Disc . In 2011 , Railroad Revival Tour bands Mumford & Sons , Edward Sharpe and the Magnetic Zeros , and Old Crow Medicine Show together closed their shows at every stop with "" This Train . "" The 2012 tour was slated to include performances by Willie Nelson , Band of Horses , Jamey Johnson , and John Reilly and Friends . However , the tour was cancelled for 2012 .",12,16,"""Mumford & Sons"" is annotated twice: cluster 10 [MISC] captures only the possessive form ""Mumford & Sons '"" in ""Mumford & Sons ' tribute to Woody Guthrie"", while cluster 12 [ORG] is the band itself. The emitted head denotes the band, so head = 12. tail ""big easy express"" is the exact unique match to 16 [MISC].",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
26,Qwen2.5-72B,63,"Navy, Army and Air Force Institutes",P1344,commissioned officers,unmatched,,british armed forces,exact_unique,3: ORG :: British Armed Forces,unmatched_only,"0 [ORG] Navy , Army and Air Force Institutes | NAAFI || 1 [LOC] British || 2 [TIME] 1921 || 3 [ORG] British Armed Forces || 4 [ORG] Royal Navy || 5 [ORG] Naval Canteen Service | NCS || 6 [ORG] Expeditionary Force Institutes | EFI || 7 [ORG] Territorial Army || 8 [PER] John Leake || 9 [MISC] HMS Ardent || 10 [MISC] Distinguished Service Medal | DSM || 11 [TIME] 1982 || 12 [MISC] Falklands War","The Navy , Army and Air Force Institutes ( NAAFI ) is an organisation created by the British government in 1921 to run recreational establishments needed by the British Armed Forces , and to sell goods to servicemen and their families . It runs clubs , bars , shops , supermarkets , launderettes , restaurants , cafés and other facilities on most British military bases and also canteens on board Royal Navy ships . Commissioned officers are not usually supposed to use the NAAFI clubs and bars , since their messes provide these facilities and their entry , except on official business , is considered to be an intrusion into junior ranks ' private lives . NAAFI personnel serving aboard ship are part of the Naval Canteen Service ( NCS ) , wear naval uniform and have action stations , but remain ordinary civilians . NAAFI personnel can also join the Expeditionary Force Institutes ( EFI ) , which provides NAAFI facilities in war zones . EFI personnel are members of the Territorial Army serving on special engagements , bear ranks and wear uniform . NCS personnel can similarly volunteer to join the Royal Navy when it goes on active service . Petty Officer John Leake , NCS canteen manager in HMS Ardent , was awarded the Distinguished Service Medal ( DSM ) in the 1982 Falklands War for his courage while manning a machine gun .",NONE,3,"tail ""british armed forces"" is the exact unique match to cluster 3 [ORG]. head ""commissioned officers"" from ""Commissioned officers are not usually supposed to use the NAAFI clubs and bars"" is a generic rank/class of people with no named referent; no gold cluster denotes it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
27,Qwen2.5-72B,109,Gloria Estefan albums discography,P1344,dr beat,unmatched,,europe,exact_unique,11: LOC :: Europe,unmatched_only,0 [LOC] Cuban || 1 [LOC] American | the United States | USA || 2 [PER] Gloria Estefan | Estefan || 3 [NUM] twenty || 4 [NUM] nine || 5 [NUM] seven || 6 [ORG] Miami Sound Machine || 7 [NUM] 100 million || 8 [PER] Selena Quintanilla || 9 [MISC] Latin || 10 [TIME] the mid-1970s || 11 [LOC] Europe || 12 [TIME] 1984 || 13 [MISC] Conga || 14 [MISC] Eyes of Innocence || 15 [MISC] Primitive Love || 16 [TIME] 1987 || 17 [MISC] Let It Loose || 18 [MISC] Anything For You in Europe || 19 [TIME] 1989 || 20 [MISC] Cuts Both Ways || 21 [MISC] Spanish || 22 [TIME] 1993 || 23 [MISC] Mi Tierra || 24 [MISC] Spanish - language || 25 [LOC] Spain || 26 [NUM] 1 million,"The album discography of the Cuban - American singer Gloria Estefan consists of twenty studio albums , nine compilations , and seven EPs ( combining Estefan 's releases with her band , the Miami Sound Machine , and her solo releases ) . With estimated sales of 100 million of albums worldwide , she and Selena Quintanilla are the most successful female Latin crossover artists ever . Although they had been recording since the mid-1970s , Estefan 's breakthrough came when Miami Sound Machine released the single "" Dr. Beat "" in Europe in 1984 . Though a major hit there , the band did n't make a commercial impact in the United States until the following year with the release of the single , "" Conga "" , which became a signature - song for Estefan . Both of the corresponding albums ( Eyes of Innocence and Primitive Love ) were credited to Miami Sound Machine . Their next album , 1987 's Let It Loose ( titled as Anything For You in Europe ) was credited to Gloria Estefan and Miami Sound Machine . All further albums after 1989 's Cuts Both Ways onwards were credited solely to Estefan herself , though Miami Sound Machine continues to be her backing band and perform with her live to the present day . Estefan has also recorded many albums in Spanish , and her 1993 album , Mi Tierra , is one of the most successful Spanish - language albums released in the USA . The album was also an international hit and became the first album in Spain to gain a Diamond certification ( for sales in excess of 1 million copies ) .",NONE,11,"tail ""europe"" is the exact unique match to cluster 11 [LOC]. head ""dr beat"" is the single ""Dr. Beat"" mentioned in ""released the single \""Dr. Beat\"" in Europe in 1984"", but that single is not annotated in this document (gold MISC clusters cover Conga, Eyes of Innocence, Primitive Love, Let It Loose, Anything For You in Europe, Cuts Both Ways, Mi Tierra only), so the head has no gold counterpart.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
28,Qwen2.5-72B,109,Gloria Estefan albums discography,P527,diamond certification,unmatched,,1 million copies,containment_unique,26: NUM :: 1 million,unmatched_only,0 [LOC] Cuban || 1 [LOC] American | the United States | USA || 2 [PER] Gloria Estefan | Estefan || 3 [NUM] twenty || 4 [NUM] nine || 5 [NUM] seven || 6 [ORG] Miami Sound Machine || 7 [NUM] 100 million || 8 [PER] Selena Quintanilla || 9 [MISC] Latin || 10 [TIME] the mid-1970s || 11 [LOC] Europe || 12 [TIME] 1984 || 13 [MISC] Conga || 14 [MISC] Eyes of Innocence || 15 [MISC] Primitive Love || 16 [TIME] 1987 || 17 [MISC] Let It Loose || 18 [MISC] Anything For You in Europe || 19 [TIME] 1989 || 20 [MISC] Cuts Both Ways || 21 [MISC] Spanish || 22 [TIME] 1993 || 23 [MISC] Mi Tierra || 24 [MISC] Spanish - language || 25 [LOC] Spain || 26 [NUM] 1 million,"The album discography of the Cuban - American singer Gloria Estefan consists of twenty studio albums , nine compilations , and seven EPs ( combining Estefan 's releases with her band , the Miami Sound Machine , and her solo releases ) . With estimated sales of 100 million of albums worldwide , she and Selena Quintanilla are the most successful female Latin crossover artists ever . Although they had been recording since the mid-1970s , Estefan 's breakthrough came when Miami Sound Machine released the single "" Dr. Beat "" in Europe in 1984 . Though a major hit there , the band did n't make a commercial impact in the United States until the following year with the release of the single , "" Conga "" , which became a signature - song for Estefan . Both of the corresponding albums ( Eyes of Innocence and Primitive Love ) were credited to Miami Sound Machine . Their next album , 1987 's Let It Loose ( titled as Anything For You in Europe ) was credited to Gloria Estefan and Miami Sound Machine . All further albums after 1989 's Cuts Both Ways onwards were credited solely to Estefan herself , though Miami Sound Machine continues to be her backing band and perform with her live to the present day . Estefan has also recorded many albums in Spanish , and her 1993 album , Mi Tierra , is one of the most successful Spanish - language albums released in the USA . The album was also an international hit and became the first album in Spain to gain a Diamond certification ( for sales in excess of 1 million copies ) .",NONE,26,"tail ""1 million copies"" is contained in cluster 26 [NUM] ""1 million"". head ""diamond certification"" from ""gain a Diamond certification"" is a certification label that is not annotated anywhere in this document, so no gold cluster corresponds to it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
29,Qwen2.5-72B,128,Kurt Tucholsky,P1344,kurt tucholsky,exact_unique,0: PER :: Ignaz Wrobel | Kaspar Hauser | Kurt Tucholsky | Peter Panter | Theobald Tiger | Tucholsky,may 1933,unmatched,,unmatched_only,0 [PER] Kurt Tucholsky | Kaspar Hauser | Peter Panter | Theobald Tiger | Ignaz Wrobel | Tucholsky || 1 [TIME] 9 January 1890 || 2 [TIME] 21 December 1935 || 3 [LOC] German || 4 [LOC] Jewish || 5 [LOC] Berlin || 6 [LOC] Moabit || 7 [LOC] Paris || 8 [TIME] 1924 || 9 [LOC] Sweden || 10 [TIME] 1929 || 11 [LOC] Weimar Republic || 12 [MISC] Die Weltbühne || 13 [PER] Heinrich Heine || 14 [MISC] National Socialism || 15 [ORG] Nazis || 16 [TIME] January 1933 || 17 [TIME] May,"Kurt Tucholsky (; 9 January 1890 – 21 December 1935 ) was a German - Jewish journalist , satirist , and writer . He also wrote under the pseudonyms Kaspar Hauser ( after the historical figure ) , Peter Panter , Theobald Tiger and Ignaz Wrobel . Born in Berlin - Moabit , he moved to Paris in 1924 and then to Sweden in 1929 . Tucholsky was one of the most important journalists of the Weimar Republic . As a politically engaged journalist and temporary co - editor of the weekly magazine Die Weltbühne he proved himself to be a social critic in the tradition of Heinrich Heine . He was simultaneously a satirist , an author of satirical political revues , a songwriter and a poet . He saw himself as a left - wing democrat and pacifist and warned against anti - democratic tendencies – above all in politics , the military and justice – and the threat of National Socialism . His fears were confirmed when the Nazis came to power in January 1933 . In May of that year he was among the authors whose works were banned as "" un - German "" , and burned ; he was also among the first authors and intellectuals whose German citizenship was revoked .",0,17,"head ""kurt tucholsky"" is the exact unique match to cluster 0 [PER]. tail ""may 1933"" resolves to cluster 17 [TIME] May: the text says ""In May of that year"" (that year being 1933, established by cluster 16 [TIME] January 1933), so the model merely made the year explicit; no separate 1933 annotation exists for this event.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
30,Qwen2.5-72B,128,Kurt Tucholsky,P1344,nazis,exact_unique,15: ORG :: Nazis,may 1933,unmatched,,unmatched_only,0 [PER] Kurt Tucholsky | Kaspar Hauser | Peter Panter | Theobald Tiger | Ignaz Wrobel | Tucholsky || 1 [TIME] 9 January 1890 || 2 [TIME] 21 December 1935 || 3 [LOC] German || 4 [LOC] Jewish || 5 [LOC] Berlin || 6 [LOC] Moabit || 7 [LOC] Paris || 8 [TIME] 1924 || 9 [LOC] Sweden || 10 [TIME] 1929 || 11 [LOC] Weimar Republic || 12 [MISC] Die Weltbühne || 13 [PER] Heinrich Heine || 14 [MISC] National Socialism || 15 [ORG] Nazis || 16 [TIME] January 1933 || 17 [TIME] May,"Kurt Tucholsky (; 9 January 1890 – 21 December 1935 ) was a German - Jewish journalist , satirist , and writer . He also wrote under the pseudonyms Kaspar Hauser ( after the historical figure ) , Peter Panter , Theobald Tiger and Ignaz Wrobel . Born in Berlin - Moabit , he moved to Paris in 1924 and then to Sweden in 1929 . Tucholsky was one of the most important journalists of the Weimar Republic . As a politically engaged journalist and temporary co - editor of the weekly magazine Die Weltbühne he proved himself to be a social critic in the tradition of Heinrich Heine . He was simultaneously a satirist , an author of satirical political revues , a songwriter and a poet . He saw himself as a left - wing democrat and pacifist and warned against anti - democratic tendencies – above all in politics , the military and justice – and the threat of National Socialism . His fears were confirmed when the Nazis came to power in January 1933 . In May of that year he was among the authors whose works were banned as "" un - German "" , and burned ; he was also among the first authors and intellectuals whose German citizenship was revoked .",15,17,"head ""nazis"" is the exact unique match to cluster 15 [ORG]. tail ""may 1933"" resolves to cluster 17 [TIME] May, as in the parallel row: the text has ""In May of that year"" with 1933 supplied by cluster 16 [TIME] January 1933.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
31,Qwen2.5-72B,129,Urgut,P527,plane trees,unmatched,,1000 years,containment_unique,4: TIME :: 1000 years old,unmatched_only,"0 [LOC] Urgut || 1 [LOC] Samarqand Region || 2 [LOC] Uzbekistan || 3 [LOC] Urgut District || 4 [TIME] 1000 years old || 5 [LOC] Urguti in Tajik | Urgutlik || 6 [LOC] Uzbeks || 7 [NUM] 500,000 || 8 [LOC] Tajik || 9 [LOC] Uzbek || 10 [LOC] Urguti || 11 [LOC] Samarkand || 12 [LOC] Region","Urgut (; ) is a town in the Samarqand Region of Uzbekistan and the capital of Urgut District . It is known for the grove of plane trees , some of which are more than 1000 years old . Urgut is located in mountainous areas . Urgutlik ( also known as Urguti in Tajik ) people are a subgroup of ethnic Uzbeks who track their ancestry to people from a town of Urgut . There are almost 500,000 people who describe themselves as Urgutlik . Urgutlik people frequently use Tajik words in their daily conversation . Majority of the population speak Tajik and Uzbek . Urguti people are heavily involved in basic mercantile trading in their respective locations and in farming . In the town craftsmanship is also well - known which has been maintained traditionally throughout the centuries . Urgut 's biggest market with varied and relatively inexpensive merchandise attracts folks even from Samarkand , the capital of the Region .",NONE,4,"tail ""1000 years"" is contained in cluster 4 [TIME] ""1000 years old"". head ""plane trees"" from ""the grove of plane trees"" is a plant class with no named referent and is not annotated in this document, so no gold cluster corresponds to it.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
32,Qwen2.5-72B,137,Ahmet Kaya,P495,ahmet kaya,exact_unique,0: PER :: Ahmet Kaya | Kaya,kurdish,exact_ambiguous_type,5: LOC :: Kurdish; 7: ORG :: Kurd of Turkey | Kurdish,type_conflict_only,0 [PER] Ahmet Kaya | Kaya || 1 [TIME] 28 October 1957 || 2 [TIME] 16 November 2000 || 3 [LOC] Malatya || 4 [LOC] Turkey || 5 [LOC] Kurdish || 6 [LOC] Turkish || 7 [ORG] Kurd of Turkey | Kurdish || 8 [NUM] 20 || 9 [TIME] the 20th century || 10 [LOC] France || 11 [MISC] Ya beni sararsa memleket hasreti || 12 [MISC] What if I am homesick || 13 [TIME] 1999 || 14 [ORG] Turkish Media || 15 [ORG] Kurdistan Worker's Party || 16 [PER] Abdullah Ocalan,"Ahmet Kaya ( 28 October 1957 – 16 November 2000 ) was a folk singer from Malatya , Turkey . He was of mixed Kurdish - Turkish origin and often identified himself as a "" Kurd of Turkey "" . Many of his albums broke sales records . Kaya , with over 20 albums , is by far one of the most influential and controversial artists of the 20th century in Turkey who was very vocal on social and political issues ; had to flee Turkey for France and died in exile . An elegy "" Ya beni sararsa memleket hasreti / What if I am homesick "" tells the story of his agony , suffering , longing for the people and homeland he was torn away from . Many believe this led to his sudden death at a very young age . Ahmet Kaya paid a huge price announcing his wish "" to sing in the Kurdish language "" when he was invited to stage to receive award at an award ceremony live on TV in 1999 . He was declared a villain by authorities ; targeted with fabricated news as a "" traitor "" by newspapers and TV stations nationwide . Turkish Media portrayed Kaya as "" Part of the Kurdistan Worker 's Party and "" with Abdullah Ocalan "" as a result of his declaration of him being Kurdish .",0,5;7,"The gold annotation splits the bare adjective ""Kurdish"" across cluster 5 [LOC] (national or linguistic usage) and cluster 7 [ORG] (""Kurd of Turkey"", with ""Kurdish"" recorded as an alias). The emitted phrase does not provide enough information to select one cluster uniquely, so tail remains 5;7. This is an annotation-level ambiguity.",AMBIGUITY_ONLY,Jiaxuan Li,2026-09-25
33,Qwen2.5-72B,154,Die Haut,P495,die haut,exact_unique,0: ORG :: Die Haut,german,exact_ambiguous_type,1: MISC :: German; 2: LOC :: German,type_conflict_only,0 [ORG] Die Haut || 1 [MISC] German || 2 [LOC] German || 3 [LOC] Berlin || 4 [TIME] 1980s || 5 [TIME] 1990s || 6 [PER] Nick Cave || 7 [MISC] Burnin ' the Ice || 8 [PER] Christoph Dreher || 9 [MISC] Spring || 10 [TIME] 1997 || 11 [MISC] Springer || 12 [TIME] 1998 || 13 [PER] Remo Park || 14 [PER] Jochen Arbeit || 15 [PER] Rudi Moser || 16 [ORG] Einstürzende Neubauten,"Die Haut ( German for the skin ) were an experimental German post - punk and post - rock band , who enjoyed some local success in Berlin during the 1980s and 1990s , with such records as the Nick Cave collaboration Burnin ' the Ice . The only constant member was Christoph Dreher . Formed as an instrumental rock quartet , many of their recordings and live performances featured an array of international guest vocalists . Their last full - length album was "" Spring "" ( 1997 ) followed by a remix album called "" Springer "" ( 1998 ) . At the same time the band went on hiatus , Remo Park and Christoph Dreher have continued to work as separate acts , and Jochen Arbeit with Rudi Moser joined the Berlin - based underground legend Einstürzende Neubauten .",0,2,"head ""die haut"" is the exact unique match to cluster 0 [ORG]. ""German"" is annotated twice: cluster 1 [MISC] is the language in the gloss ""German for the skin"", cluster 2 [LOC] is the nationality/origin in ""an experimental German post-punk and post-rock band"". With the band as head, the tail denotes the origin, so cluster 2. The choice is not made on type alone but on the two distinct textual occurrences.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
34,Qwen2.5-72B,168,Mount Shinn,P175,lieutenant commander conrad s gus shinn,containment_unique,14: PER :: Conrad S. (Gus) Shinn | Shinn,igy reconnaissance flights,unmatched,,unmatched_only,"0 [LOC] Mount Shinn || 1 [NUM] 4,661 meters || 2 [NUM] 6 km | 4 miles || 3 [LOC] Mount Tyree || 4 [LOC] Sentinel Range || 5 [LOC] Ellsworth Mountains || 6 [LOC] Antarctica || 7 [LOC] Ramorino Glacier || 8 [LOC] Crosswell Glacier || 9 [LOC] Goodge Col || 10 [LOC] Branscomb Glacier || 11 [ORG] IGY || 12 [TIME] January 1958 || 13 [ORG] Advisory Committee on Antarctic Names | US - ACAN || 14 [PER] Conrad S. (Gus) Shinn | Shinn || 15 [ORG] U.S. Navy | Navy || 16 [MISC] R4D || 17 [PER] Dufek || 18 [TIME] October 31, 1956 || 19 [LOC] South Pole || 20 [NUM] 4800 m || 21 [TIME] 2001 || 22 [PER] Damien Gildea || 23 [PER] Rodrigo Fica || 24 [ORG] Omega Foundation || 25 [MISC] Trimble 5700 GPS || 26 [LOC] Australian || 27 [MISC] AUSPOS","Mount Shinn is a mountain 4,661 meters in elevation , standing 6   km ( 4   miles ) southeast of Mount Tyree in the Sentinel Range , Ellsworth Mountains in Antarctica . It surmounts Ramorino Glacier to the north , upper Crosswell Glacier to the northeast , Goodge Col to the southeast , and Branscomb Glacier to the south - southwest . The peak was discovered on IGY reconnaissance flights in January 1958 , and named by the Advisory Committee on Antarctic Names ( US - ACAN ) for Lieutenant Commander Conrad S. ( Gus ) Shinn , U.S. Navy , a pilot on some of these flights . Shinn was pilot of the Navy R4D aircraft carrying Admiral Dufek which , on October 31 , 1956 , made the first plane landing at the geographic South Pole . It had been thought to be over 4800 m high , but was re - measured in 2001 by Damien Gildea and Rodrigo Fica of the Omega Foundation , using a Trimble 5700 GPS receiver and the Australian government 's AUSPOS processing system .",14,NONE,"head is contained in cluster 14 [PER] Conrad S. (Gus) Shinn. tail ""igy reconnaissance flights"" from ""discovered on IGY reconnaissance flights in January 1958"" denotes the flights/activity, a different entity from the annotated cluster 11 [ORG] IGY (the programme/organisation); the added words are not a generic category word for IGY. No gold cluster denotes the flights.",UNMATCHED_ONLY,Jiaxuan Li,2026-09-25
35,Qwen2.5-72B,178,Sarah Gibb,P527,12 volumes,unmatched,,6 named princesses,unmatched,,unmatched_only,0 [PER] Sarah Gibb | Gibb || 1 [LOC] English || 2 [LOC] London || 3 [ORG] St. Martin 's College || 4 [MISC] Sequential Illustration || 5 [ORG] Brighton College of Art || 6 [MISC] The Tiara Club || 7 [PER] Vivian French || 8 [MISC] Princess Alice and the Glass Slipper || 9 [MISC] Princess Charlotte and the Birthday Ball || 10 [ORG] Library of Congress || 11 [NUM] 12 || 12 [NUM] 6 || 13 [LOC] U.S. || 14 [TIME] 2007 || 15 [PER] Ursula Jones || 16 [LOC] British || 17 [PER] Diana Wynne Jones || 18 [MISC] The Princess Who Had No Kingdom || 19 [ORG] Orchard Books || 20 [TIME] 2010,"Sarah Gibb is an English illustrator whose drawings have appeared in national newspapers , magazines , and greetings cards , although she is predominantly an illustrator of children 's books . She studied at London 's St. Martin 's College before completing an MA in Sequential Illustration at Brighton College of Art . Gibb has illustrated at least a dozen books in The Tiara Club series by Vivian French , which carry titles such as Princess Alice and the Glass Slipper , Princess Charlotte and the Birthday Ball , and so on . ( The Library of Congress catalogues 12 volumes featuring 6 named princesses with U.S. editions released in 2007 . ) Recently she illustrates picture books by Ursula Jones — a retired British actress and the surviving sister of Diana Wynne Jones . The Princess Who Had No Kingdom was the first , published by Orchard Books in 2010 .",11,12,"The sentence ""The Library of Congress catalogues 12 volumes featuring 6 named princesses"" yields two NUM annotations: cluster 11 [NUM] 12 and cluster 12 [NUM] 6. head ""12 volumes"" and tail ""6 named princesses"" are those same quantities with the category words ""volumes"" / ""named princesses"" added by the model, so they resolve to 11 and 12 respectively.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
36,Qwen2.5-72B,179,List of songs recorded by Rage Against the Machine,P463,rage against the machine,exact_ambiguous_type,0: ORG :: Rage Against the Machine; 10: MISC :: Rage Against the Machine,zack de la rocha,exact_unique,5: PER :: Zack de la Rocha | de la Rocha,type_conflict_only,0 [ORG] Rage Against the Machine || 1 [LOC] American || 2 [LOC] Los Angeles || 3 [LOC] California || 4 [TIME] 1991 || 5 [PER] Zack de la Rocha | de la Rocha || 6 [PER] Tom Morello || 7 [PER] Tim Commerford || 8 [PER] Brad Wilk || 9 [ORG] Epic Records | Epic || 10 [MISC] Rage Against the Machine || 11 [TIME] 1992 || 12 [NUM] four || 13 [MISC] Year of tha Boomerang || 14 [MISC] Higher Learning soundtrack || 15 [TIME] 1995 || 16 [MISC] Evil Empire || 17 [TIME] 1996 || 18 [TIME] 1997 || 19 [PER] Bruce Springsteen || 20 [MISC] The Ghost of Tom Joad || 21 [MISC] No Shelter || 22 [MISC] Godzilla || 23 [TIME] 1999 || 24 [MISC] The Battle of Los Angeles || 25 [TIME] October 2000 || 26 [MISC] Renegades || 27 [TIME] December 2000,"Rage Against the Machine is an American rap metal band from Los Angeles , California . Formed in 1991 , the group consists of vocalist Zack de la Rocha , guitarist Tom Morello , bassist Tim Commerford and drummer Brad Wilk . After a self - issued demo , the band signed with Epic Records and released its self - titled debut album Rage Against the Machine in 1992 , the material for which was written by all four members of the group . After contributing the single "" Year of tha Boomerang "" to the Higher Learning soundtrack in 1995 , the band released its second studio album Evil Empire in 1996 , on which "" Year of tha Boomerang "" was featured as the closing track . In 1997 the band released a cover version of Bruce Springsteen 's "" The Ghost of Tom Joad "" , and the following year contributed "" No Shelter "" to the soundtrack to the film Godzilla , as well as releasing it as a single . In 1999 the band released its final album of original material , The Battle of Los Angeles , which again credited all four members equally for songwriting . The group disbanded in October 2000 , after de la Rocha departed to focus on producing his first solo album . After the group 's breakup , Epic released Renegades in December 2000 , which featured cover versions of songs originally recorded by several hip hop artists , rock bands and other artists .",0,5,"The gold annotation assigns the same surface form ""Rage Against the Machine"" to cluster 0 [ORG] (the band) and cluster 10 [MISC] (the self-titled album). The model entity inventory labels the bare name as ORG, and the source distinguishes the band from the eponymous album; therefore head = 0. Tail is the exact unique match to cluster 5 [PER] Zack de la Rocha.",RESOLVED_TO_GOLD_ID,Jiaxuan Li,2026-09-25
