model,document_index,title,n_entities,n_relations,n_violations,n_checkable_violations,n_uncheckable_violations,certificate_bound,gold_checkable_bound,gold_verifiable_errors,entity_type_errors,spurious_relation_errors,detectable_errors,tightness_ratio,conflicts_per_relation,bound_per_relation,cross_model_disagreement,n_vertices,n_hyperedges,mean_hyperedge_cardinality,maximum_hyperedge_cardinality,maximum_vertex_degree,n_components,largest_component_vertices,largest_component_hyperedges,hyperedge_overlap_density,incidence_density,matching_number
Qwen2.5-14B,131,Bound Brook (Raritan River tributary),18,20,0,0,0,0,0,16,0,16,0,0.0,0.0,0.0,0.8370210036876703,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,132,Bombtrack,14,9,6,6,0,3,3,8,0,8,6,0.375,0.6666666666666666,0.3333333333333333,0.8956228956228957,14,6,3.0,3,3,2,9,4,0.3333333333333333,0.21428571428571427,3
Qwen2.5-14B,133,Christine Razanamahasoa,16,15,9,9,0,2,2,13,0,13,9,0.15384615384615385,0.6,0.13333333333333333,0.888095238095238,17,9,3.0,3,7,2,12,7,0.6111111111111112,0.17647058823529413,2
Qwen2.5-14B,134,Shihlin Electric,20,17,3,3,0,3,3,17,1,16,4,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.8574254742547426,9,3,3.0,3,1,3,3,1,0.0,0.3333333333333333,3
Qwen2.5-14B,135,Wayne Gretzky Drive,18,14,2,2,0,1,1,10,0,10,2,0.1,0.14285714285714285,0.07142857142857142,0.8554865424430642,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,136,Inner Life,17,9,8,7,1,3,3,11,3,8,10,0.2727272727272727,0.8888888888888888,0.3333333333333333,1.0,18,8,3.0,3,6,2,15,7,0.5714285714285714,0.16666666666666666,3
Qwen2.5-14B,137,Ahmet Kaya,9,9,3,3,0,1,1,7,0,7,3,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.7265707002549108,6,3,3.0,3,3,1,6,3,1.0,0.5,1
Qwen2.5-14B,138,Leone Marucci,20,18,1,1,0,1,1,15,0,15,1,0.06666666666666667,0.05555555555555555,0.05555555555555555,0.8946778711484594,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,139,Susan Pharr,9,6,1,1,0,1,1,8,3,5,1,0.125,0.16666666666666666,0.16666666666666666,0.8009049773755655,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,140,Sycamore Canyon Wilderness,33,32,0,0,0,0,0,16,1,15,0,0.0,0.0,0.0,0.836595669776448,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,141,Eva Bosáková,20,21,0,0,0,0,0,14,4,10,0,0.0,0.0,0.0,0.9005115487828254,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,142,Ripton (fictional town),12,8,1,1,0,1,1,5,0,5,1,0.2,0.125,0.125,0.6805555555555557,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,143,Khooni Khanjar,21,7,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.7914438502673796,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,144,Barry University School of Podiatric Medicine,15,5,0,0,0,0,0,6,3,3,0,0.0,0.0,0.0,0.9387254901960785,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,145,Louise Faure-Favier,11,9,1,1,0,1,1,6,0,6,1,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.9084533979344639,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,146,Kirnitzschtal tramway,13,8,0,0,0,0,0,8,2,6,0,0.0,0.0,0.0,0.931547619047619,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,148,Joy Division discography,13,6,4,4,0,1,1,5,0,5,4,0.2,0.6666666666666666,0.16666666666666666,0.9568151147098516,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,149,Franck Piccard,19,18,2,2,0,1,1,18,3,15,3,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.7005357142857144,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,150,John Alexander Boyd,18,8,1,1,0,1,1,6,2,4,2,0.16666666666666666,0.125,0.125,0.8124098124098124,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,151,Hélé Béji,19,13,6,6,0,1,1,9,0,9,6,0.1111111111111111,0.46153846153846156,0.07692307692307693,0.8698240165631471,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,152,Perpetual virginity of Mary,19,6,0,0,0,0,0,12,10,2,0,0.0,0.0,0.0,0.9848484848484849,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,153,Rachel Proctor,22,18,6,6,0,2,2,10,0,10,6,0.2,0.3333333333333333,0.1111111111111111,0.805318138651472,14,6,3.0,3,5,2,11,5,0.6666666666666666,0.21428571428571427,2
Qwen2.5-14B,154,Die Haut,16,12,4,4,0,1,1,5,0,5,4,0.2,0.3333333333333333,0.08333333333333333,0.7842712842712842,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,155,Mehmet Çetingöz,12,13,4,3,1,1,1,8,1,7,4,0.125,0.3076923076923077,0.07692307692307693,0.7196545284780579,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,156,Extreme Makeover: Home Edition,19,18,3,3,0,1,1,14,0,14,3,0.07142857142857142,0.16666666666666666,0.05555555555555555,0.8668845315904138,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,157,George Prévost,13,5,1,1,0,1,1,3,0,3,1,0.3333333333333333,0.2,0.2,0.9666666666666667,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,158,"Tire, İzmir",16,14,1,1,0,1,1,12,2,10,2,0.08333333333333333,0.07142857142857142,0.07142857142857142,0.9201724137931034,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,159,Oecophora bractella,11,10,1,1,0,1,1,7,0,7,1,0.14285714285714285,0.1,0.1,0.6514619883040935,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,160,U.S. European Command State Partnership Program,16,11,0,0,0,0,0,13,5,8,0,0.0,0.0,0.0,0.9547619047619048,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,161,The Swingle Singers,10,8,3,3,0,1,1,5,0,5,3,0.2,0.375,0.125,0.9555072463768116,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,162,Pete Ham,13,9,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.6017501017501017,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,163,Beijing Ducks,13,4,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,0.8869047619047619,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,164,Hope Town,7,6,2,2,0,1,1,5,0,5,2,0.2,0.3333333333333333,0.16666666666666666,0.8679653679653679,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,165,Calueque,10,9,0,0,0,0,0,3,1,2,0,0.0,0.0,0.0,0.85650623885918,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,166,Ali Akbar Moradi,26,24,4,4,0,1,1,20,1,19,4,0.05,0.16666666666666666,0.041666666666666664,0.8869895536562203,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,167,Dan Chupong,19,17,7,7,0,1,1,20,5,15,12,0.05,0.4117647058823529,0.058823529411764705,0.7952380952380952,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,168,Mount Shinn,22,10,0,0,0,0,0,9,1,8,0,0.0,0.0,0.0,0.8933960292580982,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,169,Georg Jochmann,3,11,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.9058641975308642,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,170,Abdul Jabar Sabet,14,14,8,7,1,2,2,12,1,11,7,0.16666666666666666,0.5714285714285714,0.14285714285714285,0.9435431235431236,15,7,3.0,3,6,1,15,7,0.7619047619047619,0.2,2
Qwen2.5-14B,171,Joseph Octave Mousseau,20,9,3,3,0,1,1,9,1,8,3,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7702020202020202,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,172,Christian Atsu,14,2,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.8911064425770308,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,173,Kahului Airport,21,9,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.9183280170122275,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,174,Greatest Hits (A-Teens album),28,20,2,2,0,1,1,14,0,14,2,0.07142857142857142,0.1,0.05,0.9561858076563959,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,175,Torrejonian,15,9,1,1,0,1,1,13,9,4,2,0.07692307692307693,0.1111111111111111,0.1111111111111111,1.0,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,177,Metropolitan statistical area,10,9,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.7999999999999999,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,178,Sarah Gibb,2,4,0,0,0,0,0,3,1,2,0,0.0,0.0,0.0,0.8771043771043772,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,179,List of songs recorded by Rage Against the Machine,26,26,4,0,4,1,0,6,0,6,4,0.0,0.15384615384615385,0.038461538461538464,0.7404954184402804,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,180,National Turkey Federation,11,7,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.8772893772893773,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,181,Mike Padden,18,15,4,4,0,1,1,10,1,9,4,0.1,0.26666666666666666,0.06666666666666667,0.88,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,182,Puskás,20,17,1,1,0,1,1,12,5,7,1,0.08333333333333333,0.058823529411764705,0.058823529411764705,0.6909937888198758,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,183,Zevs (artist),16,19,1,1,0,1,1,8,1,7,2,0.125,0.05263157894736842,0.05263157894736842,0.7889066951566952,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,184,Camp Caves,20,24,1,1,0,1,1,18,1,17,1,0.05555555555555555,0.041666666666666664,0.041666666666666664,0.7964519140989729,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,185,Independent Democratic Action,9,12,1,1,0,1,1,11,2,9,1,0.09090909090909091,0.08333333333333333,0.08333333333333333,0.9163636363636364,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,186,I Knew You Were Trouble,15,14,2,2,0,1,1,10,0,10,2,0.1,0.14285714285714285,0.07142857142857142,0.6759370015948963,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,187,Great South Australian Coastal Upwelling System,18,15,1,0,1,1,0,6,1,5,0,0.0,0.06666666666666667,0.06666666666666667,0.9043478260869566,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,188,X-Men Legends II: Rise of Apocalypse,17,12,7,7,0,1,1,14,3,11,7,0.07142857142857142,0.5833333333333334,0.08333333333333333,0.9168253968253968,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,189,Çağlar Söyüncü,13,8,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0.9303451178451178,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,190,Chachalaca,2,8,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.5671696724328303,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,191,William James Wallace,14,10,4,4,0,1,1,9,1,8,4,0.1111111111111111,0.4,0.1,0.77109440267335,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,192,Horst Eidenmüller,18,24,1,1,0,1,1,8,0,8,1,0.125,0.041666666666666664,0.041666666666666664,0.7179028681782419,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,193,Goght,16,15,0,0,0,0,0,5,0,5,0,0.0,0.0,0.0,0.818796992481203,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,194,Riksakten,18,14,1,0,1,1,0,12,1,11,0,0.0,0.07142857142857142,0.07142857142857142,0.9079365079365079,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,195,Astana International Financial Centre,16,12,2,2,0,1,1,9,0,9,1,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.960341054543953,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,196,Amos Hochstein,15,16,7,6,1,1,1,7,0,7,6,0.14285714285714285,0.4375,0.0625,0.850505419559128,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,197,Gregorio Pacheco,13,9,3,2,1,1,1,5,0,5,2,0.2,0.3333333333333333,0.1111111111111111,0.9019607843137255,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,198,Pete Murray,18,11,1,1,0,1,1,7,1,6,2,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.8591269841269842,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,199,Malpai Borderlands,13,12,2,2,0,2,2,11,1,10,2,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.8000000000000002,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,200,Lost Verizon,15,10,5,4,1,2,1,6,0,6,4,0.16666666666666666,0.5,0.2,0.8939946018893387,12,5,3.0,3,4,2,9,4,0.6,0.25,2
Qwen2.5-14B,201,Leandro Mbomio Nsue,19,19,10,10,0,3,3,16,1,15,10,0.1875,0.5263157894736842,0.15789473684210525,0.8376068376068376,23,10,3.0,3,6,3,13,6,0.37777777777777777,0.13043478260869565,3
Qwen2.5-14B,202,LEC billing,8,8,0,0,0,0,0,5,1,4,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,203,Joe Gates,11,13,8,8,0,2,2,10,1,9,9,0.2,0.6153846153846154,0.15384615384615385,0.9353979353979355,16,8,3.0,3,7,1,16,8,0.8214285714285714,0.1875,2
Qwen2.5-14B,204,Lunula (amulet),12,10,2,2,0,1,1,5,0,5,2,0.2,0.2,0.1,0.9411764705882352,4,2,2.5,3,2,1,4,2,1.0,0.625,1
Qwen2.5-14B,205,Schiedea haleakalensis,8,6,0,0,0,0,0,4,1,3,0,0.0,0.0,0.0,0.9002525252525252,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,206,Jeanne Thérèse du Han,17,12,1,1,0,1,1,8,0,8,1,0.125,0.08333333333333333,0.08333333333333333,0.78766835016835,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,207,Kokumin Dōmei,23,13,6,6,0,5,5,17,4,13,9,0.29411764705882354,0.46153846153846156,0.38461538461538464,0.9620132953466287,17,6,3.0,3,2,5,5,2,0.06666666666666667,0.17647058823529413,5
Qwen2.5-14B,208,Vanya Mishra,12,13,1,1,0,1,1,10,0,10,1,0.1,0.07692307692307693,0.07692307692307693,0.7655122655122656,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,209,Kitigan Zibi,12,22,0,0,0,0,0,9,2,7,0,0.0,0.0,0.0,0.7313750532141338,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,210,CKNL-FM,17,15,0,0,0,0,0,21,8,13,0,0.0,0.0,0.0,0.7552700922266139,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,211,William Hepburn Armstrong,24,17,9,9,0,1,1,12,2,10,6,0.08333333333333333,0.5294117647058824,0.058823529411764705,0.817738791423002,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,212,Joseph Israel,16,25,6,6,0,1,1,20,0,20,6,0.05,0.24,0.04,0.8714985994397759,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,213,Ellerbusch Site,4,3,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,214,Brother Man,11,9,0,0,0,0,0,9,3,6,0,0.0,0.0,0.0,0.8851851851851852,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,215,Big Muddy Creek (Missouri River tributary),18,19,0,0,0,0,0,17,0,17,0,0.0,0.0,0.0,0.830296756383713,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,216,Clear and Present Danger (film),15,20,8,8,0,3,3,15,0,15,8,0.2,0.4,0.15,0.8944642857142857,15,8,3.0,3,6,1,15,8,0.6785714285714286,0.2,3
Qwen2.5-14B,217,Osmund Ueland,10,5,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,0.8174603174603176,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,218,Alecu Russo,15,12,1,1,0,1,1,8,1,7,2,0.125,0.08333333333333333,0.08333333333333333,0.45488721804511273,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,219,Ramapo High School (New Jersey),16,7,0,0,0,0,0,9,4,5,0,0.0,0.0,0.0,0.7901793195910841,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,220,Tulelake camp,21,14,0,0,0,0,0,13,7,6,0,0.0,0.0,0.0,0.878968253968254,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,221,Tomasz Bohdanowicz-Dworzecki,18,18,7,7,0,1,1,12,1,11,7,0.08333333333333333,0.3888888888888889,0.05555555555555555,0.8126984126984128,15,7,3.0,3,7,1,15,7,1.0,0.2,1
Qwen2.5-14B,222,"Financial District, Manhattan",16,10,1,1,0,1,1,11,2,9,1,0.09090909090909091,0.1,0.1,0.9721739130434782,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,223,King Louie,12,8,2,1,1,2,1,8,2,6,1,0.125,0.25,0.25,0.8996114996114996,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,224,John Henry Dearle,13,9,0,0,0,0,0,5,2,3,0,0.0,0.0,0.0,0.7694805194805195,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,225,Patrick Stettner,14,7,4,4,0,3,3,8,2,6,6,0.375,0.5714285714285714,0.42857142857142855,0.8997354497354498,11,4,3.0,3,2,3,5,2,0.16666666666666666,0.2727272727272727,3
Qwen2.5-14B,226,Arjuna,20,9,2,2,0,1,1,10,1,9,2,0.1,0.2222222222222222,0.1111111111111111,0.8674242424242425,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,227,The Two Mrs. Nahasapeemapetilons,13,13,6,6,0,1,1,12,1,11,6,0.08333333333333333,0.46153846153846156,0.07692307692307693,0.9251304251304252,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,228,Daniel Ajayi-Adeniran,3,6,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.8616161616161616,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,229,Ocean Waves (film),17,2,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.9791666666666666,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,230,Mavis Grind,10,8,0,0,0,0,0,6,0,6,0,0.0,0.0,0.0,0.933249791144528,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,231,Ages of consent in Oceania,12,11,0,0,0,0,0,11,1,10,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,232,Trane's Blues,24,12,4,4,0,2,2,8,2,6,5,0.25,0.3333333333333333,0.16666666666666666,0.8578923208079218,10,4,3.0,3,3,2,7,3,0.5,0.3,2
Qwen2.5-14B,233,Hooshang Seyhoun,17,19,3,3,0,1,1,17,2,15,3,0.058823529411764705,0.15789473684210525,0.05263157894736842,0.8393468737554759,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,234,Thirteens (album),17,17,6,6,0,2,2,15,1,14,7,0.13333333333333333,0.35294117647058826,0.11764705882352941,0.7930014430014429,12,6,3.0,3,5,1,12,6,0.8,0.25,2
Qwen2.5-14B,235,Babyfingers,12,11,6,6,0,2,2,11,1,10,7,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.9087962962962962,13,6,3.0,3,5,1,13,6,0.7333333333333333,0.23076923076923078,2
Qwen2.5-14B,236,"Brigden, Ontario",20,17,0,0,0,0,0,11,2,9,0,0.0,0.0,0.0,0.672979797979798,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,237,Carl Dix,11,9,4,4,0,2,2,7,1,6,5,0.2857142857142857,0.4444444444444444,0.2222222222222222,0.7257187257187256,9,4,3.0,3,3,1,9,4,0.6666666666666666,0.3333333333333333,2
Qwen2.5-14B,238,US Airways Group,9,7,4,4,0,2,2,6,0,6,4,0.3333333333333333,0.5714285714285714,0.2857142857142857,0.9679633867276888,10,4,3.0,3,3,2,7,3,0.5,0.3,2
Qwen2.5-14B,239,Jerry Steiner,20,19,9,9,0,1,1,15,1,14,9,0.06666666666666667,0.47368421052631576,0.05263157894736842,0.7868958997991257,19,9,3.0,3,9,1,19,9,1.0,0.15789473684210525,1
Qwen2.5-14B,240,Joan Burton,14,14,3,3,0,1,1,9,1,8,3,0.1111111111111111,0.21428571428571427,0.07142857142857142,0.9704545454545456,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,241,How to Save a Life (Grey's Anatomy),20,17,2,2,0,2,2,18,3,15,3,0.1111111111111111,0.11764705882352941,0.11764705882352941,0.9146969696969697,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,242,Lappeenranta,2,8,0,0,0,0,0,7,0,7,0,0.0,0.0,0.0,0.8156565656565656,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,243,James P. Maher,27,9,1,1,0,1,1,11,4,7,1,0.09090909090909091,0.1111111111111111,0.1111111111111111,0.8568471035137701,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,244,"Statue of Jan Smuts, Parliament Square",22,14,2,2,0,2,2,8,1,7,2,0.25,0.14285714285714285,0.14285714285714285,0.7842613780828884,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,245,Panama during World War II,10,7,3,3,0,1,1,9,3,6,5,0.1111111111111111,0.42857142857142855,0.14285714285714285,0.8333333333333334,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,246,Arthur Percival,12,13,3,3,0,1,1,9,2,7,3,0.1111111111111111,0.23076923076923078,0.07692307692307693,0.9,7,3,3.0,3,3,1,7,3,1.0,0.42857142857142855,1
Qwen2.5-14B,247,Holden New Zealand,18,13,1,1,0,1,1,23,11,12,1,0.043478260869565216,0.07692307692307693,0.07692307692307693,0.8960683760683761,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,248,Piton des Neiges,21,19,1,1,0,1,1,13,3,10,2,0.07692307692307693,0.05263157894736842,0.05263157894736842,0.7693972693972695,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,249,Irish experiment,15,14,1,1,0,1,1,13,2,11,2,0.07692307692307693,0.07142857142857142,0.07142857142857142,0.8592117758784426,3,1,3.0,3,1,1,3,1,0.0,1.0,1
Qwen2.5-14B,250,Bookbinder soup,10,8,2,2,0,1,1,4,0,4,2,0.25,0.25,0.125,0.7712121212121211,5,2,3.0,3,2,1,5,2,1.0,0.6,1
Qwen2.5-14B,251,"Durán, Ecuador",14,10,0,0,0,0,0,8,1,7,0,0.0,0.0,0.0,0.922689075630252,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,252,Argentine heavy metal,17,19,5,5,0,3,3,18,1,17,5,0.16666666666666666,0.2631578947368421,0.15789473684210525,0.9710648148148149,12,5,3.0,3,2,2,9,4,0.3,0.25,3
Qwen2.5-14B,253,Guarenas Cathedral,20,24,0,0,0,0,0,17,2,15,0,0.0,0.0,0.0,0.8590921748816486,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,254,"Foots Creek, Oregon",13,11,2,2,0,2,2,10,1,9,3,0.2,0.18181818181818182,0.18181818181818182,0.9235209235209235,6,2,3.0,3,1,2,3,1,0.0,0.5,2
Qwen2.5-14B,255,Committee against the Finnish White Terror,11,9,6,6,0,1,1,9,1,8,6,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.9369747899159663,13,6,3.0,3,6,1,13,6,1.0,0.23076923076923078,1
Qwen2.5-14B,256,Bessang Pass Natural Monument,2,12,0,0,0,0,0,8,0,8,0,0.0,0.0,0.0,0.9466666666666667,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,257,Panlongcheng,22,18,5,5,0,1,1,22,5,17,7,0.045454545454545456,0.2777777777777778,0.05555555555555555,0.8802681992337164,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-14B,258,El Tren de los Momentos,17,14,5,5,0,1,1,12,0,12,5,0.08333333333333333,0.35714285714285715,0.07142857142857142,0.7729468599033816,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-14B,259,Quokka,14,11,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0.9511784511784511,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,260,Google Springboard,9,10,5,5,0,1,1,10,0,10,5,0.1,0.5,0.1,0.7675070028011204,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-14B,261,White Sea,14,14,0,0,0,0,0,13,0,13,0,0.0,0.0,0.0,0.8070175438596491,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,262,Robert K. Huntington,16,13,4,4,0,1,1,12,2,10,4,0.08333333333333333,0.3076923076923077,0.07692307692307693,0.8620833333333334,9,4,3.0,3,4,1,9,4,1.0,0.3333333333333333,1
Qwen2.5-14B,263,Achilles Last Stand,13,11,5,5,0,1,1,9,1,8,5,0.1111111111111111,0.45454545454545453,0.09090909090909091,0.7935185185185185,11,5,3.0,3,5,1,11,5,1.0,0.2727272727272727,1
Qwen2.5-14B,264,Toyota Avalon,2,11,0,0,0,0,0,11,0,11,0,0.0,0.0,0.0,0.7415954415954417,0,0,0.0,0,0,0,0,0,0.0,0.0,0
Qwen2.5-14B,265,Truth in Music Advertising,11,7,1,1,0,1,1,3,0,3,1,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.7264957264957266,3,1,3.0,3,1,1,3,1,0.0,1.0,1
